company,role,level,trackName,totalMin,totalMax,baseMin,baseMax,equityMin,equityMax,equityType,equityVesting,joiningBonusMin,joiningBonusMax,variablePct,noticePeriodDays,bondPenaltyLpa,sourceGlassdoor,sourceAmbitionbox,sourceLevelsFyi,sourceDrhp,sourceOperatorNetwork,resumeSignals,notes,lastVerified
# === EXAMPLE ROWS — DELETE BEFORE USE ===
# company: lowercase, no suffixes ("tcs" not "TCS Ltd"). role: kebab-case canonical key from data/salaries.ts (software-engineer | sap-consultant | data-engineer | ...). level: entry|mid|senior|lead|executive. trackName: leave blank for single-track; populate for multi-track companies (e.g. "Ninja", "Digital", "Prime", "GenC", "GenC Next", "DSE", "Specialist L3"). All ₹ values in LPA. equityType: rsu|esop|none. resumeSignals: pipe-separated ("NQT top decile|coding test invite"). At least ONE source URL required; agreementCount derived from how many source columns are filled. lastVerified: YYYY-MM-DD ISO. Lines starting with # are comments and skipped by the importer.
salesforce,software-engineer,senior,,46.8,52.4,30.4,34.1,11.7,13.1,rsu,,,,,,,,https://www.ambitionbox.com/salaries/salesforce-salaries,,,,,AB scrape: Senior Software Engineer (n=325); n=325; equity split estimated.,2026-05-08
salesforce,software-engineer,mid,,22.6,26.5,14.7,17.2,5.7,6.6,rsu,,,,,,,,https://www.ambitionbox.com/salaries/salesforce-salaries,,,,,AB scrape: Software Engineer (n=276); Software Developer (n=211); n=487; equity split estimated.,2026-05-08
salesforce,solutions-architect,lead,,47.5,52.5,30.9,34.1,11.9,13.1,rsu,,,,,,,,https://www.ambitionbox.com/salaries/salesforce-salaries,,,,,AB scrape: Technical Architect (n=255); n=255; equity split estimated.,2026-05-08
salesforce,data-engineer,senior,,23.2,25.6,15.1,16.6,5.8,6.4,rsu,,,,,,,,https://www.ambitionbox.com/salaries/salesforce-salaries,,,,,AB scrape: Data Engineer (n=144); n=144; equity split estimated.,2026-05-08
salesforce,product-manager,lead,,41.6,47.8,27.0,31.1,10.4,11.9,rsu,,,,,,,,https://www.ambitionbox.com/salaries/salesforce-salaries,,,,,AB scrape: Product Manager (n=130); n=130; equity split estimated.,2026-05-08
atlassian,software-engineer,senior,,66.9,73.9,43.5,48.0,16.7,18.5,rsu,,,,,,,,https://www.ambitionbox.com/salaries/atlassian-salaries,,,,,AB scrape: Senior Software Engineer (n=684); n=684; equity split estimated.,2026-05-08
atlassian,software-engineer,mid,,35.9,45.4,23.3,29.5,9.0,11.3,rsu,,,,,,,,https://www.ambitionbox.com/salaries/atlassian-salaries,,,,,AB scrape: Software Engineer (n=402); Software Developer (n=260); n=662; equity split estimated.,2026-05-08
atlassian,data-engineer,mid,,30.3,35.4,19.7,23.0,7.6,8.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/atlassian-salaries,,,,,AB scrape: Data Engineer (n=160); n=160; equity split estimated.,2026-05-08
atlassian,data-scientist,mid,,64.9,76.9,42.2,50.0,16.2,19.2,rsu,,,,,,,,https://www.ambitionbox.com/salaries/atlassian-salaries,,,,,AB scrape: Data Scientist (n=76); n=76; equity split estimated.,2026-05-08
atlassian,product-manager,mid,,30.2,38.8,19.6,25.2,7.5,9.7,rsu,,,,,,,,https://www.ambitionbox.com/salaries/atlassian-salaries,,,,,AB scrape: Product Manager (n=52); n=52; equity split estimated.,2026-05-08
uber,software-engineer,mid,,32.9,58.2,21.4,37.8,8.2,14.6,rsu,,,,,,,,https://www.ambitionbox.com/salaries/uber-salaries,,,,,AB scrape: Software Engineer (n=297); Software Developer (n=183); SDE-2 (n=63); n=543; equity split estimated.,2026-05-08
uber,software-engineer,senior,,69.6,77.1,45.2,50.1,17.4,19.3,rsu,,,,,,,,https://www.ambitionbox.com/salaries/uber-salaries,,,,,AB scrape: Senior Software Engineer (n=294); n=294; equity split estimated.,2026-05-08
uber,data-engineer,mid,,11.8,35.4,7.7,23.0,3.0,8.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/uber-salaries,,,,,AB scrape: Data Analyst (n=205); Data Engineer (n=122); n=327; equity split estimated.,2026-05-08
uber,data-scientist,mid,,30.0,36.0,19.5,23.4,7.5,9.0,rsu,,,,,,,,https://www.ambitionbox.com/salaries/uber-salaries,,,,,AB scrape: Data Scientist (n=94); n=94; equity split estimated.,2026-05-08
uber,program-manager,senior,,19.7,23.4,12.8,15.2,4.9,5.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/uber-salaries,,,,,AB scrape: Program Manager (n=94); n=94; equity split estimated.,2026-05-08
uber,business-analyst,entry,,11.6,13.3,7.5,8.6,2.9,3.3,rsu,,,,,,,,https://www.ambitionbox.com/salaries/uber-salaries,,,,,AB scrape: Business Analyst (n=79); n=79; equity split estimated.,2026-05-08
uber,product-manager,senior,,32.2,43.2,20.9,28.1,8.1,10.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/uber-salaries,,,,,AB scrape: Product Manager (n=61); n=61; equity split estimated.,2026-05-08
apple,software-engineer,mid,,46.2,51.0,30.0,33.1,11.6,12.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/apple-salaries,,,,,AB scrape: Software Engineer (n=373); n=373; equity split estimated.,2026-05-08
apple,software-engineer,senior,,28.2,44.3,18.3,28.8,7.0,11.1,rsu,,,,,,,,https://www.ambitionbox.com/salaries/apple-salaries,,,,,AB scrape: Software Developer (n=217); Senior Software Engineer (n=145); n=362; equity split estimated.,2026-05-08
apple,data-engineer,mid,,27.9,38.0,18.1,24.7,7.0,9.5,rsu,,,,,,,,https://www.ambitionbox.com/salaries/apple-salaries,,,,,AB scrape: Data Engineer (n=61); n=61; equity split estimated.,2026-05-08
stripe,software-engineer,mid,,45.1,60.8,33.8,45.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/stripe-salaries,,,,,AB scrape: Software Engineer (n=58); n=58,2026-05-08
wipro,software-engineer,senior,,14.2,15.7,10.6,11.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/wipro-salaries,,,,,AB scrape: Senior Software Engineer (n=25169); n=25169,2026-05-08
wipro,engineering-manager,lead,,22.2,24.6,16.6,18.5,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/wipro-salaries,,,,,AB scrape: Technical Lead (n=22302); n=22302,2026-05-08
wipro,software-engineer,mid,,7.0,9.5,5.3,7.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/wipro-salaries,,,,,AB scrape: Software Engineer (n=14317); Software Developer (n=6648); n=20965,2026-05-08
wipro,qa-engineer,mid,,3.3,6.2,2.5,4.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/wipro-salaries,,,,,AB scrape: Test Engineer (n=5024); Softwaretest Engineer (n=4734); Quality Analyst (n=3296); n=13054,2026-05-08
wipro,devops-engineer,mid,,6.5,7.2,4.9,5.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/wipro-salaries,,,,,AB scrape: Devops Engineer (n=4307); n=4307,2026-05-08
wipro,project-manager,executive,,16.7,18.5,12.5,13.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/wipro-salaries,,,,,AB scrape: Project Manager (n=4268); n=4268,2026-05-08
wipro,cloud-engineer,mid,,4.8,5.3,3.6,4.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/wipro-salaries,,,,,AB scrape: System Administrator (n=3397); n=3397,2026-05-08
wipro,business-analyst,senior,,9.0,9.9,6.8,7.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/wipro-salaries,,,,,AB scrape: Business Analyst (n=3145); n=3145,2026-05-08
wipro,data-engineer,mid,,4.9,5.4,3.7,4.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/wipro-salaries,,,,,AB scrape: Data Analyst (n=2335); n=2335,2026-05-08
hcl,software-engineer,mid,,4.5,10.7,3.4,8.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hcl-technologies-salaries,,,,,AB scrape: Software Engineer (n=26247); Senior Software Engineer (n=18129); Software Developer (n=4113); n=48489,2026-05-08
hcl,engineering-manager,senior,,16.4,18.1,12.3,13.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hcl-technologies-salaries,,,,,AB scrape: Technical Lead (n=24393); n=24393,2026-05-08
hcl,solutions-architect,lead,,23.1,25.6,17.3,19.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hcl-technologies-salaries,,,,,AB scrape: Lead Consultant (n=3918); n=3918,2026-05-08
hcl,project-manager,executive,,17.4,19.2,13.0,14.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hcl-technologies-salaries,,,,,AB scrape: Project Manager (n=2958); n=2958,2026-05-08
hcl,devops-engineer,mid,,7.0,7.7,5.3,5.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hcl-technologies-salaries,,,,,AB scrape: Devops Engineer (n=2734); n=2734,2026-05-08
hcl,qa-engineer,mid,,5.1,6.1,3.8,4.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hcl-technologies-salaries,,,,,AB scrape: Softwaretest Engineer (n=2619); Test Engineer (n=1577); n=4196,2026-05-08
hcl,solutions-architect,executive,,29.3,32.4,22.0,24.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hcl-technologies-salaries,,,,,AB scrape: Technical Architect (n=2500); n=2500,2026-05-08
ltimindtree,software-engineer,mid,,4.9,12.5,3.7,9.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ltimindtree-salaries,,,,,AB scrape: Senior Software Engineer (n=21873); Software Engineer (n=16278); Software Developer (n=3106); n=41257,2026-05-08
ltimindtree,engineering-manager,lead,,22.0,24.3,16.5,18.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ltimindtree-salaries,,,,,AB scrape: Technical Lead (n=5913); n=5913,2026-05-08
ltimindtree,engineering-manager,senior,,14.7,16.3,11.0,12.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ltimindtree-salaries,,,,,AB scrape: Module Lead (n=4874); n=4874,2026-05-08
ltimindtree,data-engineer,mid,,6.4,7.1,4.8,5.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ltimindtree-salaries,,,,,AB scrape: Data Engineer (n=3983); n=3983,2026-05-08
ltimindtree,devops-engineer,mid,,7.1,7.8,5.3,5.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ltimindtree-salaries,,,,,AB scrape: Devops Engineer (n=2281); n=2281,2026-05-08
ltimindtree,qa-engineer,mid,,8.3,9.2,6.2,6.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ltimindtree-salaries,,,,,AB scrape: Softwaretest Engineer (n=2072); n=2072,2026-05-08
ltimindtree,cloud-engineer,entry,,4.1,4.6,3.1,3.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ltimindtree-salaries,,,,,AB scrape: Cloud Engineer (n=1988); n=1988,2026-05-08
tech mahindra,software-engineer,mid,,4.9,8.5,3.7,6.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/tech-mahindra-salaries,,,,,AB scrape: Software Engineer (n=26955); Software Developer (n=4229); n=31184,2026-05-08
tech mahindra,software-engineer,senior,,13.8,15.2,10.4,11.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/tech-mahindra-salaries,,,,,AB scrape: Senior Software Engineer (n=23243); n=23243,2026-05-08
tech mahindra,engineering-manager,lead,,18.2,24.9,13.6,18.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/tech-mahindra-salaries,,,,,AB scrape: Technical Lead (n=13073); Project Lead (n=1683); n=14756,2026-05-08
tech mahindra,qa-engineer,mid,,4.6,5.4,3.4,4.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/tech-mahindra-salaries,,,,,AB scrape: Softwaretest Engineer (n=3887); Test Engineer (n=2824); n=6711,2026-05-08
tech mahindra,devops-engineer,mid,,6.0,6.6,4.5,4.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/tech-mahindra-salaries,,,,,AB scrape: Devops Engineer (n=3431); n=3431,2026-05-08
tech mahindra,project-manager,executive,,21.6,23.9,16.2,17.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/tech-mahindra-salaries,,,,,AB scrape: Project Manager (n=2540); n=2540,2026-05-08
tech mahindra,business-analyst,senior,,8.3,9.2,6.2,6.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/tech-mahindra-salaries,,,,,AB scrape: Business Analyst (n=1564); n=1564,2026-05-08
capgemini,software-engineer,mid,,5.0,9.4,3.8,7.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/capgemini-salaries,,,,,AB scrape: Software Engineer (n=23520); Senior Software Engineer (n=21906); Software Developer (n=6283); n=51709,2026-05-08
capgemini,devops-engineer,mid,,7.4,8.1,5.6,6.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/capgemini-salaries,,,,,AB scrape: Devops Engineer (n=3849); n=3849,2026-05-08
capgemini,qa-engineer,mid,,7.3,8.1,5.5,6.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/capgemini-salaries,,,,,AB scrape: Softwaretest Engineer (n=3767); n=3767,2026-05-08
capgemini,data-engineer,mid,,5.0,9.0,3.8,6.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/capgemini-salaries,,,,,AB scrape: Data Engineer (n=3033); Data Analyst (n=2243); n=5276,2026-05-08
capgemini,automation-engineer,mid,,7.7,8.5,5.8,6.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/capgemini-salaries,,,,,AB scrape: Automation Test Engineer (n=2436); n=2436,2026-05-08
capgemini,engineering-manager,lead,,22.2,24.5,16.6,18.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/capgemini-salaries,,,,,AB scrape: Technical Lead (n=2258); n=2258,2026-05-08
capgemini,project-manager,executive,,20.4,22.6,15.3,17.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/capgemini-salaries,,,,,AB scrape: Project Manager (n=2123); n=2123,2026-05-08
capgemini,program-manager,executive,,33.5,37.0,25.1,27.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/capgemini-salaries,,,,,AB scrape: Program Manager (n=1909); n=1909,2026-05-08
capgemini,backend-developer,mid,,9.3,10.3,7.0,7.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/capgemini-salaries,,,,,AB scrape: Java Developer (n=1785); n=1785,2026-05-08
capgemini,business-analyst,senior,,10.2,11.3,7.6,8.5,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/capgemini-salaries,,,,,AB scrape: Business Analyst (n=1665); n=1665,2026-05-08
postman,software-engineer,mid,,28.4,37.8,21.3,28.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/postman-salaries,,,,,AB scrape: Software Engineer (n=51); n=51,2026-05-08
browserstack,software-engineer,entry,,17.6,19.7,13.2,14.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/browserstack-salaries,,,,,AB scrape: Software Engineer (n=149); n=149,2026-05-08
browserstack,software-engineer,mid,,28.6,31.6,21.5,23.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/browserstack-salaries,,,,,AB scrape: Senior Software Engineer (n=92); n=92,2026-05-08
chargebee,software-engineer,entry,,17.3,19.2,13.0,14.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/chargebee-salaries,,,,,AB scrape: Software Engineer (n=128); n=128,2026-05-08
chargebee,software-engineer,mid,,25.1,27.7,18.8,20.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/chargebee-salaries,,,,,AB scrape: Senior Software Engineer (n=82); n=82,2026-05-08
freshworks,software-engineer,mid,,11.8,25.3,8.9,19.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/freshworks-salaries,,,,,AB scrape: Senior Software Engineer (n=537); Software Engineer (n=305); Software Developer (n=85); n=927,2026-05-08
zoho,software-engineer,entry,,8.3,9.2,6.2,6.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/zoho-salaries,,,,,AB scrape: Software Developer (n=744); n=744,2026-05-08
zoho,software-engineer,mid,,9.0,10.1,6.8,7.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/zoho-salaries,,,,,AB scrape: Software Engineer (n=306); n=306,2026-05-08
zoho,fullstack-developer,mid,,6.6,8.0,4.9,6.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/zoho-salaries,,,,,AB scrape: Full Stack Developer (n=122); n=122,2026-05-08
zoho,software-engineer,senior,,18.4,24.3,13.8,18.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/zoho-salaries,,,,,AB scrape: Senior Software Engineer (n=114); n=114,2026-05-08
zoho,frontend-developer,mid,,6.3,7.9,4.7,5.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/zoho-salaries,,,,,AB scrape: Front end Developer (n=79); n=79,2026-05-08
zoho,product-manager,senior,,16.9,22.8,12.7,17.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/zoho-salaries,,,,,AB scrape: Product Manager (n=75); n=75,2026-05-08
zoho,technical-writer,mid,,5.2,6.1,3.9,4.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/zoho-salaries,,,,,AB scrape: Technical Writer (n=71); n=71,2026-05-08
zoho,product-manager,mid,,8.7,10.6,6.5,7.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/zoho-salaries,,,,,AB scrape: Associate Product Manager (n=65); n=65,2026-05-08
mckinsey,software-engineer,senior,,32.2,35.6,24.2,26.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/mckinsey-salaries,,,,,AB scrape: Senior Software Engineer (n=128); n=128,2026-05-08
mckinsey,business-analyst,mid,,15.9,18.6,11.9,14.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/mckinsey-salaries,,,,,AB scrape: Business Analyst (n=127); n=127,2026-05-08
mckinsey,data-scientist,mid,,27.2,31.6,20.4,23.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/mckinsey-salaries,,,,,AB scrape: Data Scientist (n=113); n=113,2026-05-08
mckinsey,data-engineer,mid,,15.3,27.1,11.5,20.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/mckinsey-salaries,,,,,AB scrape: Data Engineer (n=93); Data Analyst (n=85); n=178,2026-05-08
mckinsey,product-manager,senior,,35.1,39.6,26.3,29.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/mckinsey-salaries,,,,,AB scrape: Product Manager (n=85); n=85,2026-05-08
mckinsey,software-engineer,mid,,17.0,20.1,12.8,15.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/mckinsey-salaries,,,,,AB scrape: Software Engineer (n=78); n=78,2026-05-08
bcg,engineering-manager,lead,,83.0,91.7,62.3,68.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/bcg-salaries,,,,,AB scrape: Project Lead (n=220); n=220,2026-05-08
bcg,software-engineer,mid,,18.1,20.0,13.6,15.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/bcg-salaries,,,,,AB scrape: Software Engineer (n=186); n=186,2026-05-08
bcg,data-engineer,mid,,14.4,20.9,10.8,15.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/bcg-salaries,,,,,AB scrape: Data Analyst (n=180); Data Engineer (n=108); n=288,2026-05-08
bcg,software-engineer,senior,,27.7,30.6,20.8,23.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/bcg-salaries,,,,,AB scrape: Senior Software Engineer (n=91); n=91,2026-05-08
bcg,business-analyst,senior,,42.2,47.6,31.7,35.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/bcg-salaries,,,,,AB scrape: Senior Consultant (n=84); n=84,2026-05-08
bcg,data-scientist,senior,,23.6,31.6,17.7,23.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/bcg-salaries,,,,,AB scrape: Data Scientist (n=75); n=75,2026-05-08
goldman,software-engineer,mid,,5.1,35.4,3.8,26.5,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/goldman-sachs-salaries,,,,,AB scrape: Software Engineer (n=555); Software Developer (n=343); Senior Software Engineer (n=164); n=1153,2026-05-08
goldman,data-engineer,entry,,12.2,16.4,9.1,12.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/goldman-sachs-salaries,,,,,AB scrape: Data Analyst (n=113); n=113,2026-05-08
goldman,product-manager,senior,,25.7,29.3,19.3,22.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/goldman-sachs-salaries,,,,,AB scrape: Product Manager (n=95); n=95,2026-05-08
jpmc,software-engineer,senior,,24.9,34.5,18.7,25.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/jpmorgan-chase-and-co-salaries,,,,,AB scrape: Software Engineer (n=3625); Senior Software Engineer (n=1762); n=5387,2026-05-08
jpmc,software-engineer,mid,,24.0,26.5,18.0,19.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/jpmorgan-chase-and-co-salaries,,,,,AB scrape: Software Developer (n=1171); n=1171,2026-05-08
jpmc,business-analyst,senior,,13.7,15.1,10.3,11.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/jpmorgan-chase-and-co-salaries,,,,,AB scrape: Business Analyst (n=667); n=667,2026-05-08
jpmc,product-manager,lead,,34.0,37.6,25.5,28.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/jpmorgan-chase-and-co-salaries,,,,,AB scrape: Product Manager (n=396); n=396,2026-05-08
jane street,software-engineer,entry,,278.2,307.5,208.6,230.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/jane-street-salaries,,,,,AB scrape: Software Engineer (n=229); n=229,2026-05-08
cisco,software-engineer,senior,,24.2,26.8,15.7,17.4,6.0,6.7,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Software Engineer (n=2837); n=2837; equity split estimated.,2026-05-08
cisco,software-engineer,lead,,31.3,34.6,20.3,22.5,7.8,8.7,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Senior Software Engineer (n=768); n=768; equity split estimated.,2026-05-08
cisco,engineering-manager,executive,,36.3,40.1,23.6,26.1,9.1,10.0,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Technical Lead (n=436); n=436; equity split estimated.,2026-05-08
cisco,software-engineer,mid,,19.9,22.2,12.9,14.4,5.0,5.5,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Software Developer (n=429); n=429; equity split estimated.,2026-05-08
cisco,network-engineer,mid,,8.1,9.3,5.3,6.0,2.0,2.3,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Network Engineer (n=391); n=391; equity split estimated.,2026-05-08
cisco,qa-engineer,entry,,5.9,6.5,3.8,4.2,1.5,1.6,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Softwaretest Engineer (n=283); n=283; equity split estimated.,2026-05-08
cisco,project-manager,lead,,19.3,21.3,12.5,13.8,4.8,5.3,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Project Manager (n=269); n=269; equity split estimated.,2026-05-08
cisco,business-analyst,mid,,11.3,13.5,7.3,8.8,2.8,3.4,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Business Analyst (n=194); n=194; equity split estimated.,2026-05-08
cisco,devops-engineer,senior,,13.1,17.9,8.5,11.6,3.3,4.5,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Devops Engineer (n=129); n=129; equity split estimated.,2026-05-08
cisco,product-manager,senior,,36.4,41.4,23.7,26.9,9.1,10.3,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Product Manager (n=128); n=128; equity split estimated.,2026-05-08
cisco,program-manager,lead,,20.0,24.3,13.0,15.8,5.0,6.1,rsu,,,,,,,,https://www.ambitionbox.com/salaries/cisco-salaries,,,,,AB scrape: Program Manager (n=120); n=120; equity split estimated.,2026-05-08
oracle,software-engineer,senior,,26.6,29.4,17.3,19.1,6.7,7.3,rsu,,,,,,,,https://www.ambitionbox.com/salaries/oracle-salaries,,,,,AB scrape: Senior Software Engineer (n=3149); n=3149; equity split estimated.,2026-05-08
oracle,software-engineer,mid,,16.5,20.1,10.7,13.1,4.1,5.0,rsu,,,,,,,,https://www.ambitionbox.com/salaries/oracle-salaries,,,,,AB scrape: Software Developer (n=1747); Software Engineer (n=1648); n=3395; equity split estimated.,2026-05-08
oracle,engineering-manager,lead,,24.0,26.5,15.6,17.2,6.0,6.6,rsu,,,,,,,,https://www.ambitionbox.com/salaries/oracle-salaries,,,,,AB scrape: Project Lead (n=803); n=803; equity split estimated.,2026-05-08
oracle,business-analyst,mid,,7.0,7.8,4.5,5.1,1.8,1.9,rsu,,,,,,,,https://www.ambitionbox.com/salaries/oracle-salaries,,,,,AB scrape: Business Analyst (n=411); n=411; equity split estimated.,2026-05-08
oracle,devops-engineer,senior,,14.0,15.7,9.1,10.2,3.5,3.9,rsu,,,,,,,,https://www.ambitionbox.com/salaries/oracle-salaries,,,,,AB scrape: Devops Engineer (n=327); n=327; equity split estimated.,2026-05-08
ibm,software-engineer,mid,,7.7,12.1,5.0,7.9,1.9,3.0,rsu,,,,,,,,https://www.ambitionbox.com/salaries/ibm-salaries,,,,,AB scrape: Software Engineer (n=6197); System Engineer (n=1644); n=7841; equity split estimated.,2026-05-08
ibm,software-engineer,senior,,11.3,21.9,7.3,14.2,2.8,5.5,rsu,,,,,,,,https://www.ambitionbox.com/salaries/ibm-salaries,,,,,AB scrape: Software Developer (n=6168); Senior Software Engineer (n=5949); Senior Systems Engineer (n=3931); n=16048; equity split estimated.,2026-05-08
ibm,data-engineer,senior,,12.9,14.2,8.4,9.2,3.2,3.5,rsu,,,,,,,,https://www.ambitionbox.com/salaries/ibm-salaries,,,,,AB scrape: Data Engineer (n=4204); n=4204; equity split estimated.,2026-05-08
ibm,devops-engineer,mid,,10.2,11.3,6.6,7.3,2.5,2.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/ibm-salaries,,,,,AB scrape: Devops Engineer (n=2757); n=2757; equity split estimated.,2026-05-08
ibm,qa-engineer,mid,,11.1,12.2,7.2,7.9,2.8,3.0,rsu,,,,,,,,https://www.ambitionbox.com/salaries/ibm-salaries,,,,,AB scrape: Softwaretest Engineer (n=2134); n=2134; equity split estimated.,2026-05-08
ibm,project-manager,executive,,22.4,24.8,14.6,16.1,5.6,6.2,rsu,,,,,,,,https://www.ambitionbox.com/salaries/ibm-salaries,,,,,AB scrape: Project Manager (n=2057); n=2057; equity split estimated.,2026-05-08
ibm,engineering-manager,lead,,22.5,24.8,14.6,16.1,5.6,6.2,rsu,,,,,,,,https://www.ambitionbox.com/salaries/ibm-salaries,,,,,AB scrape: Technical Lead (n=1767); n=1767; equity split estimated.,2026-05-08
ibm,business-analyst,senior,,10.3,11.3,6.7,7.3,2.6,2.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/ibm-salaries,,,,,AB scrape: Business Analyst (n=1370); n=1370; equity split estimated.,2026-05-08
nvidia,software-engineer,senior,,34.8,38.6,22.6,25.1,8.7,9.7,rsu,,,,,,,,https://www.ambitionbox.com/salaries/nvidia-salaries,,,,,AB scrape: Senior Software Engineer (n=229); n=229; equity split estimated.,2026-05-08
