company,role,level,trackName,totalMin,totalMax,baseMin,baseMax,equityMin,equityMax,equityType,equityVesting,joiningBonusMin,joiningBonusMax,variablePct,noticePeriodDays,bondPenaltyLpa,sourceGlassdoor,sourceAmbitionbox,sourceLevelsFyi,sourceDrhp,sourceOperatorNetwork,resumeSignals,notes,lastVerified
# === EXAMPLE ROWS — DELETE BEFORE USE ===
# company: lowercase, no suffixes ("tcs" not "TCS Ltd"). role: kebab-case canonical key from data/salaries.ts (software-engineer | sap-consultant | data-engineer | ...). level: entry|mid|senior|lead|executive. trackName: leave blank for single-track; populate for multi-track companies (e.g. "Ninja", "Digital", "Prime", "GenC", "GenC Next", "DSE", "Specialist L3"). All ₹ values in LPA. equityType: rsu|esop|none. resumeSignals: pipe-separated ("NQT top decile|coding test invite"). At least ONE source URL required; agreementCount derived from how many source columns are filled. lastVerified: YYYY-MM-DD ISO. Lines starting with # are comments and skipped by the importer.
nvidia,software-engineer,mid,,23.3,32.2,15.1,20.9,5.8,8.1,rsu,,,,,,,,https://www.ambitionbox.com/salaries/nvidia-salaries,,,,,AB scrape: Software Engineer (n=159); Software Developer (n=83); n=242; equity split estimated.,2026-05-08
nvidia,qa-engineer,mid,,2.9,3.2,1.9,2.1,0.7,0.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/nvidia-salaries,,,,,AB scrape: Quality Analyst (n=129); n=129; equity split estimated.,2026-05-08
nvidia,data-engineer,mid,,3.2,3.7,2.1,2.4,0.8,0.9,rsu,,,,,,,,https://www.ambitionbox.com/salaries/nvidia-salaries,,,,,AB scrape: Data Analyst (n=113); n=113; equity split estimated.,2026-05-08
qualcomm,software-engineer,mid,,22.5,34.9,14.6,22.7,5.6,8.7,rsu,,,,,,,,https://www.ambitionbox.com/salaries/qualcomm-salaries,,,,,AB scrape: Software Engineer (n=1309); Senior Software Engineer (n=943); Software Developer (n=233); n=2485; equity split estimated.,2026-05-08
qualcomm,embedded-engineer,mid,,16.1,19.2,10.5,12.5,4.0,4.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/qualcomm-salaries,,,,,AB scrape: Embedded Software Engineer (n=93); n=93; equity split estimated.,2026-05-08
qualcomm,program-manager,lead,,37.6,41.9,24.4,27.2,9.4,10.5,rsu,,,,,,,,https://www.ambitionbox.com/salaries/qualcomm-salaries,,,,,AB scrape: Program Manager (n=71); n=71; equity split estimated.,2026-05-08
qualcomm,qa-engineer,mid,,10.1,13.8,6.6,9.0,2.5,3.5,rsu,,,,,,,,https://www.ambitionbox.com/salaries/qualcomm-salaries,,,,,AB scrape: Test Engineer (n=68); n=68; equity split estimated.,2026-05-08
mediatek,software-engineer,mid,,19.3,21.9,14.5,16.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/mediatek-salaries,,,,,AB scrape: Senior Software Engineer (n=69); n=69,2026-05-08
mediatek,software-engineer,entry,,14.7,17.4,11.0,13.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/mediatek-salaries,,,,,AB scrape: Software Engineer (n=65); n=65,2026-05-08
servicenow,software-engineer,mid,,28.9,33.4,18.8,21.7,7.2,8.3,rsu,,,,,,,,https://www.ambitionbox.com/salaries/servicenow-salaries,,,,,AB scrape: Software Engineer (n=690); Software Developer (n=154); n=844; equity split estimated.,2026-05-08
servicenow,software-engineer,senior,,39.1,43.2,25.4,28.1,9.8,10.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/servicenow-salaries,,,,,AB scrape: Senior Software Engineer (n=639); n=639; equity split estimated.,2026-05-08
servicenow,qa-engineer,mid,,19.5,22.4,12.7,14.6,4.9,5.6,rsu,,,,,,,,https://www.ambitionbox.com/salaries/servicenow-salaries,,,,,AB scrape: Software Quality Engineer (n=83); n=83; equity split estimated.,2026-05-08
servicenow,product-manager,lead,,35.1,47.1,22.8,30.6,8.8,11.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/servicenow-salaries,,,,,AB scrape: Product Manager (n=81); Senior Product Manager (n=59); n=140; equity split estimated.,2026-05-08
servicenow,data-engineer,entry,,3.5,4.1,2.3,2.7,0.9,1.0,rsu,,,,,,,,https://www.ambitionbox.com/salaries/servicenow-salaries,,,,,AB scrape: Data Analyst (n=52); n=52; equity split estimated.,2026-05-08
workday,software-engineer,mid,,27.7,31.3,18.0,20.3,6.9,7.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/workday-salaries,,,,,AB scrape: Software Developer (n=50); n=50; equity split estimated.,2026-05-08
linkedin,software-engineer,senior,,56.0,64.5,36.4,41.9,14.0,16.1,rsu,,,,,,,,https://www.ambitionbox.com/salaries/linkedin-salaries,,,,,AB scrape: Senior Software Engineer (n=158); n=158; equity split estimated.,2026-05-08
linkedin,software-engineer,mid,,29.8,46.1,19.4,30.0,7.5,11.5,rsu,,,,,,,,https://www.ambitionbox.com/salaries/linkedin-salaries,,,,,AB scrape: Software Engineer (n=144); Software Developer (n=117); n=261; equity split estimated.,2026-05-08
deloitte,software-engineer,mid,,11.0,14.2,8.3,10.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/deloitte-salaries,,,,,AB scrape: Software Engineer (n=2742); Software Developer (n=1859); n=4601,2026-05-08
deloitte,software-engineer,senior,,15.3,16.9,11.5,12.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/deloitte-salaries,,,,,AB scrape: Senior Software Engineer (n=1980); n=1980,2026-05-08
deloitte,data-engineer,mid,,7.9,14.5,5.9,10.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/deloitte-salaries,,,,,AB scrape: Data Analyst (n=1948); Data Engineer (n=1850); n=3798,2026-05-08
deloitte,business-analyst,mid,,9.6,10.6,7.2,7.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/deloitte-salaries,,,,,AB scrape: Business Analyst (n=1613); n=1613,2026-05-08
deloitte,data-scientist,mid,,15.9,17.5,11.9,13.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/deloitte-salaries,,,,,AB scrape: Data Scientist (n=981); n=981,2026-05-08
deloitte,salesforce-developer,mid,,10.1,11.1,7.6,8.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/deloitte-salaries,,,,,AB scrape: Salesforce Developer (n=864); n=864,2026-05-08
ey,software-engineer,mid,,7.2,16.4,5.4,12.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ey-salaries,,,,,AB scrape: Senior Software Engineer (n=1572); Software Engineer (n=1005); n=2577,2026-05-08
ey,engineering-manager,senior,,17.6,19.5,13.2,14.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ey-salaries,,,,,AB scrape: Technical Lead (n=967); n=967,2026-05-08
ey,project-manager,lead,,21.7,24.0,16.3,18.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ey-salaries,,,,,AB scrape: Project Manager (n=817); n=817,2026-05-08
ey,data-engineer,mid,,6.4,11.1,4.8,8.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ey-salaries,,,,,AB scrape: Data Analyst (n=735); Data Engineer (n=638); n=1373,2026-05-08
kpmg,data-engineer,mid,,7.1,18.2,5.3,13.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/kpmg-salaries,,,,,AB scrape: Data Analyst (n=388); Data Engineer (n=273); n=661,2026-05-08
kpmg,software-engineer,mid,,9.6,14.4,7.2,10.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/kpmg-salaries,,,,,AB scrape: Software Engineer (n=271); Software Developer (n=212); n=483,2026-05-08
kpmg,business-analyst,mid,,9.2,10.6,6.9,7.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/kpmg-salaries,,,,,AB scrape: Business Analyst (n=244); n=244,2026-05-08
kpmg,project-manager,lead,,20.9,23.3,15.7,17.5,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/kpmg-salaries,,,,,AB scrape: Project Manager (n=183); n=183,2026-05-08
kpmg,software-engineer,senior,,15.8,18.3,11.9,13.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/kpmg-salaries,,,,,AB scrape: Senior Software Engineer (n=183); n=183,2026-05-08
pwc,software-engineer,senior,,19.8,21.9,14.9,16.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/pwc-salaries,,,,,AB scrape: Senior Software Engineer (n=728); n=728,2026-05-08
pwc,data-engineer,mid,,8.4,13.2,6.3,9.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/pwc-salaries,,,,,AB scrape: Data Engineer (n=635); Data Analyst (n=522); n=1157,2026-05-08
pwc,software-engineer,mid,,12.6,20.9,9.4,15.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/pwc-salaries,,,,,AB scrape: Software Developer (n=596); Software Engineer (n=479); n=1075,2026-05-08
pwc,salesforce-developer,mid,,8.6,9.5,6.4,7.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/pwc-salaries,,,,,AB scrape: Salesforce Developer (n=381); n=381,2026-05-08
pwc,business-analyst,mid,,12.2,13.6,9.1,10.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/pwc-salaries,,,,,AB scrape: Business Analyst (n=329); n=329,2026-05-08
pwc,project-manager,lead,,24.5,27.0,18.4,20.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/pwc-salaries,,,,,AB scrape: Project Manager (n=280); n=280,2026-05-08
icici,product-manager,mid,,16.7,18.4,12.5,13.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/icici-salaries,,,,,AB scrape: Product Manager (n=3647); n=3647,2026-05-08
icici,business-analyst,senior,,9.5,10.5,7.1,7.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/icici-salaries,,,,,AB scrape: Business Analyst (n=951); n=951,2026-05-08
hdfc,business-analyst,senior,,9.4,10.4,7.1,7.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hdfc-salaries,,,,,AB scrape: Business Analyst (n=889); n=889,2026-05-08
hdfc,product-manager,senior,,13.8,15.2,10.4,11.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hdfc-salaries,,,,,AB scrape: Product Manager (n=814); n=814,2026-05-08
kotak,business-analyst,mid,,7.7,10.3,5.8,7.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/kotak-salaries,,,,,AB scrape: Business Analyst (n=52); n=52,2026-05-08
lenskart,software-engineer,senior,,34.4,40.9,25.8,30.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/lenskart-salaries,,,,,AB scrape: Senior Software Engineer (n=160); n=160,2026-05-08
lenskart,business-analyst,mid,,4.9,5.7,3.7,4.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/lenskart-salaries,,,,,AB scrape: Business Analyst (n=82); n=82,2026-05-08
lenskart,software-engineer,mid,,13.5,18.1,10.1,13.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/lenskart-salaries,,,,,AB scrape: Software Developer (n=73); Software Engineer (n=59); n=132,2026-05-08
lenskart,product-manager,senior,,24.9,28.9,18.7,21.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/lenskart-salaries,,,,,AB scrape: Product Manager (n=61); n=61,2026-05-08
nykaa,software-engineer,mid,,16.8,29.7,12.6,22.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/nykaa-salaries,,,,,AB scrape: Senior Software Engineer (n=103); Software Engineer (n=91); n=194,2026-05-08
cars24,business-analyst,mid,,9.4,10.8,7.1,8.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/cars24-salaries,,,,,AB scrape: Business Analyst (n=183); n=183,2026-05-08
cars24,program-manager,mid,,14.1,15.9,10.6,11.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/cars24-salaries,,,,,AB scrape: Program Manager (n=171); n=171,2026-05-08
cars24,qa-engineer,senior,,3.8,4.2,2.8,3.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/cars24-salaries,,,,,AB scrape: Quality Analyst (n=145); n=145,2026-05-08
cars24,software-engineer,mid,,20.3,24.5,15.2,18.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/cars24-salaries,,,,,AB scrape: Software Engineer (n=99); n=99,2026-05-08
groww,software-engineer,entry,,20.6,27.0,15.5,20.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/groww-salaries,,,,,AB scrape: Software Developer (n=83); Software Engineer (n=53); n=136,2026-05-08
ola,business-analyst,entry,,13.4,14.8,10.1,11.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ola-salaries,,,,,AB scrape: Business Analyst (n=152); n=152,2026-05-08
ola,program-manager,mid,,25.1,28.4,18.8,21.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ola-salaries,,,,,AB scrape: Program Manager (n=98); n=98,2026-05-08
ola,product-manager,mid,,20.6,24.6,15.5,18.5,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ola-salaries,,,,,AB scrape: Product Manager (n=72); n=72,2026-05-08
ola,software-engineer,entry,,11.3,18.5,8.5,13.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ola-salaries,,,,,AB scrape: Software Developer (n=70); Software Engineer (n=64); Software Development Engineer (n=59); n=193,2026-05-08
ola,product-manager,senior,,35.7,41.2,26.8,30.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/ola-salaries,,,,,AB scrape: Senior Product Manager (n=66); n=66,2026-05-08
hdfc bank,business-analyst,senior,,9.4,10.4,7.1,7.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hdfc-bank-salaries,,,,,AB scrape: Business Analyst (n=889); n=889,2026-05-08
hdfc bank,product-manager,senior,,13.8,15.2,10.4,11.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/hdfc-bank-salaries,,,,,AB scrape: Product Manager (n=814); n=814,2026-05-08
spinny,business-analyst,entry,,9.4,10.4,7.1,7.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/spinny-salaries,,,,,AB scrape: Business Analyst (n=149); n=149,2026-05-08
spinny,program-manager,senior,,24.0,26.5,18.0,19.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/spinny-salaries,,,,,AB scrape: Program Manager (n=132); n=132,2026-05-08
spinny,qa-engineer,senior,,4.7,5.2,3.5,3.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/spinny-salaries,,,,,AB scrape: Quality Analyst (n=51); n=51,2026-05-08
accenture,software-engineer,senior,,12.9,14.2,9.7,10.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/accenture-salaries,,,,,AB scrape: Senior Software Engineer (n=17208); n=17208,2026-05-08
accenture,software-engineer,mid,,8.0,10.7,6.0,8.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/accenture-salaries,,,,,AB scrape: Software Engineer (n=16598); Software Developer (n=6993); n=23591,2026-05-08
accenture,qa-engineer,mid,,5.3,5.9,4.0,4.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/accenture-salaries,,,,,AB scrape: Quality Analyst (n=6669); n=6669,2026-05-08
accenture,data-engineer,mid,,7.0,8.7,5.3,6.5,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/accenture-salaries,,,,,AB scrape: Data Engineer (n=4311); Data Analyst (n=3990); n=8301,2026-05-08
accenture,devops-engineer,mid,,7.6,8.4,5.7,6.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/accenture-salaries,,,,,AB scrape: Devops Engineer (n=3963); n=3963,2026-05-08
accenture,business-analyst,mid,,9.2,10.2,6.9,7.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/accenture-salaries,,,,,AB scrape: Business Analyst (n=3806); n=3806,2026-05-08
meta,software-engineer,mid,,36.4,49.5,23.7,32.2,9.1,12.4,rsu,,,,,,,,https://www.ambitionbox.com/salaries/meta-salaries,,,,,AB scrape: Software Engineer (n=66); n=66; equity split estimated.,2026-05-08
unacademy,qa-engineer,mid,,5.1,5.6,3.8,4.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/unacademy-salaries,,,,,AB scrape: Quality Analyst (n=114); n=114,2026-05-08
unacademy,software-engineer,entry,,15.8,18.3,11.9,13.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/unacademy-salaries,,,,,AB scrape: Software Engineer (n=88); n=88,2026-05-08
unacademy,program-manager,mid,,13.1,16.2,9.8,12.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/unacademy-salaries,,,,,AB scrape: Program Manager (n=56); n=56,2026-05-08
physicswallah,business-analyst,entry,,6.4,7.5,4.8,5.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/physicswallah-salaries,,,,,AB scrape: Business Analyst (n=250); n=250,2026-05-08
physicswallah,program-manager,mid,,9.1,10.8,6.8,8.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/physicswallah-salaries,,,,,AB scrape: Program Manager (n=85); n=85,2026-05-08
physicswallah,data-engineer,entry,,5.8,7.1,4.3,5.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/physicswallah-salaries,,,,,AB scrape: Data Analyst (n=84); n=84,2026-05-08
physicswallah,product-manager,mid,,13.9,17.3,10.4,13.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/physicswallah-salaries,,,,,AB scrape: Product Manager (n=61); n=61,2026-05-08
physicswallah,software-engineer,entry,,9.6,12.2,7.2,9.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/physicswallah-salaries,,,,,AB scrape: Software Developer (n=51); n=51,2026-05-08
paytm,software-engineer,mid,,14.7,24.1,11.0,18.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/paytm-salaries,,,,,AB scrape: Senior Software Engineer (n=1642); Software Developer (n=275); n=1917,2026-05-08
paytm,software-engineer,entry,,11.3,12.5,8.5,9.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/paytm-salaries,,,,,AB scrape: Software Engineer (n=1452); n=1452,2026-05-08
paytm,product-manager,mid,,23.2,25.6,17.4,19.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/paytm-salaries,,,,,AB scrape: Product Manager (n=574); n=574,2026-05-08
paytm,engineering-manager,senior,,25.8,28.5,19.4,21.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/paytm-salaries,,,,,AB scrape: Technical Lead (n=551); n=551,2026-05-08
paytm,qa-engineer,mid,,12.1,13.4,9.1,10.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/paytm-salaries,,,,,AB scrape: QA Engineer (n=281); n=281,2026-05-08
paytm,business-analyst,mid,,9.5,10.9,7.1,8.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/paytm-salaries,,,,,AB scrape: Business Analyst (n=262); n=262,2026-05-08
paytm,product-manager,senior,,35.9,39.7,26.9,29.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/paytm-salaries,,,,,AB scrape: Senior Product Manager (n=236); n=236,2026-05-08
paytm,devops-engineer,mid,,9.2,10.8,6.9,8.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/paytm-salaries,,,,,AB scrape: Devops Engineer (n=224); n=224,2026-05-08
pine labs,software-engineer,entry,,11.9,14.7,8.9,11.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/pine-labs-salaries,,,,,AB scrape: Software Engineer (n=605); Software Developer (n=109); n=714,2026-05-08
pine labs,software-engineer,mid,,19.7,21.8,14.8,16.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/pine-labs-salaries,,,,,AB scrape: Senior Software Engineer (n=315); n=315,2026-05-08
pine labs,product-manager,mid,,20.2,26.1,15.1,19.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/pine-labs-salaries,,,,,AB scrape: Product Manager (n=55); n=55,2026-05-08
pine labs,product-manager,lead,,37.4,45.6,28.0,34.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/pine-labs-salaries,,,,,AB scrape: Senior Product Manager (n=55); n=55,2026-05-08
icici lombard,product-manager,mid,,12.4,15.8,9.3,11.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/icici-lombard-salaries,,,,,AB scrape: Product Manager (n=250); Senior Product Manager (n=223); n=473,2026-05-08
bajaj finance,product-manager,mid,,12.9,14.4,9.7,10.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/bajaj-finance-salaries,,,,,AB scrape: Product Manager (n=293); n=293,2026-05-08
bajaj finance,software-engineer,mid,,13.3,14.7,10.0,11.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/bajaj-finance-salaries,,,,,AB scrape: Senior Software Engineer (n=195); n=195,2026-05-08
zepto,software-engineer,mid,,26.3,32.9,19.7,24.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/zepto-salaries,,,,,AB scrape: Software Developer (n=110); n=110,2026-05-08
zepto,software-engineer,entry,,25.8,30.8,19.4,23.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/zepto-salaries,,,,,AB scrape: Software Engineer (n=88); n=88,2026-05-08
blinkit,program-manager,mid,,22.0,24.3,16.5,18.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/blinkit-salaries,,,,,AB scrape: Program Manager (n=202); n=202,2026-05-08
blinkit,data-engineer,mid,,15.3,17.7,11.5,13.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/blinkit-salaries,,,,,AB scrape: Data Analyst (n=118); n=118,2026-05-08
blinkit,product-manager,mid,,28.2,34.2,21.1,25.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/blinkit-salaries,,,,,AB scrape: Product Manager (n=63); n=63,2026-05-08
blinkit,business-analyst,mid,,8.9,10.8,6.7,8.1,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/blinkit-salaries,,,,,AB scrape: Business Analyst (n=56); n=56,2026-05-08
delhivery,software-engineer,entry,,12.0,15.2,9.0,11.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/delhivery-salaries,,,,,AB scrape: Software Developer (n=257); Software Engineer (n=88); n=345,2026-05-08
delhivery,qa-engineer,entry,,11.9,14.3,8.9,10.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/delhivery-salaries,,,,,AB scrape: QA Engineer (n=91); n=91,2026-05-08
delhivery,product-manager,mid,,26.8,30.0,20.1,22.5,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/delhivery-salaries,,,,,AB scrape: Product Manager (n=90); n=90,2026-05-08
delhivery,data-engineer,mid,,4.6,5.6,3.4,4.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/delhivery-salaries,,,,,AB scrape: Data Analyst (n=85); n=85,2026-05-08
makemytrip,software-engineer,mid,,19.1,27.6,14.3,20.7,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/makemytrip-salaries,,,,,AB scrape: Senior Software Engineer (n=430); Software Developer (n=111); n=541,2026-05-08
makemytrip,software-engineer,entry,,15.1,16.7,11.3,12.5,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/makemytrip-salaries,,,,,AB scrape: Software Engineer (n=286); n=286,2026-05-08
makemytrip,product-manager,mid,,23.7,28.3,17.8,21.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/makemytrip-salaries,,,,,AB scrape: Product Manager (n=146); Associate Product Manager (n=91); n=237,2026-05-08
oyo,business-analyst,entry,,10.7,11.9,8.0,8.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/oyo-salaries,,,,,AB scrape: Business Analyst (n=257); n=257,2026-05-08
oyo,program-manager,mid,,14.6,16.5,10.9,12.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/oyo-salaries,,,,,AB scrape: Program Manager (n=206); n=206,2026-05-08
oyo,software-engineer,entry,,12.6,14.5,9.4,10.9,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/oyo-salaries,,,,,AB scrape: Software Developer (n=178); Software Development Engineer (n=111); n=289,2026-05-08
oyo,project-manager,senior,,8.6,10.1,6.4,7.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/oyo-salaries,,,,,AB scrape: Project Manager (n=116); n=116,2026-05-08
apollo hospitals,business-analyst,senior,,6.9,8.6,5.2,6.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/apollo-hospitals-salaries,,,,,AB scrape: Business Analyst (n=86); n=86,2026-05-08
1mg,software-engineer,entry,,13.9,17.0,10.4,12.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/1mg-salaries,,,,,AB scrape: Software Engineer (n=63); n=63,2026-05-08
1mg,business-analyst,entry,,10.2,12.0,7.6,9.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/1mg-salaries,,,,,AB scrape: Business Analyst (n=60); n=60,2026-05-08
1mg,product-manager,mid,,27.1,33.8,20.3,25.3,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/1mg-salaries,,,,,AB scrape: Product Manager (n=51); n=51,2026-05-08
vmware,business-analyst,senior,,9.4,10.5,6.1,6.8,2.4,2.6,rsu,,,,,,,,https://www.ambitionbox.com/salaries/vmware-salaries,,,,,AB scrape: Business Analyst (n=252); n=252; equity split estimated.,2026-05-08
vmware,software-engineer,mid,,22.1,29.6,14.4,19.2,5.5,7.4,rsu,,,,,,,,https://www.ambitionbox.com/salaries/vmware-salaries,,,,,AB scrape: Software Engineer (n=114); Software Developer (n=65); n=179; equity split estimated.,2026-05-08
vmware,software-engineer,senior,,34.5,40.2,22.4,26.1,8.6,10.1,rsu,,,,,,,,https://www.ambitionbox.com/salaries/vmware-salaries,,,,,AB scrape: Senior Software Engineer (n=95); n=95; equity split estimated.,2026-05-08
vmware,devops-engineer,mid,,10.7,12.5,7.0,8.1,2.7,3.1,rsu,,,,,,,,https://www.ambitionbox.com/salaries/vmware-salaries,,,,,AB scrape: Devops Engineer (n=92); n=92; equity split estimated.,2026-05-08
vmware,engineering-manager,executive,,53.0,62.4,34.5,40.6,13.3,15.6,rsu,,,,,,,,https://www.ambitionbox.com/salaries/vmware-salaries,,,,,AB scrape: Engineering Manager (n=81); n=81; equity split estimated.,2026-05-08
vmware,sre,senior,,21.8,27.4,14.2,17.8,5.5,6.8,rsu,,,,,,,,https://www.ambitionbox.com/salaries/vmware-salaries,,,,,AB scrape: Site Reliability Engineer (n=62); n=62; equity split estimated.,2026-05-08
morgan stanley,software-engineer,senior,,27.3,30.2,20.5,22.6,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/morgan-stanley-salaries,,,,,AB scrape: Senior Software Engineer (n=667); n=667,2026-05-08
morgan stanley,software-engineer,mid,,21.1,29.0,15.8,21.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/morgan-stanley-salaries,,,,,AB scrape: Software Engineer (n=408); Software Developer (n=368); n=776,2026-05-08
morgan stanley,business-analyst,mid,,12.9,14.9,9.7,11.2,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/morgan-stanley-salaries,,,,,AB scrape: Business Analyst (n=182); n=182,2026-05-08
morgan stanley,data-engineer,mid,,25.9,29.8,19.4,22.4,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/morgan-stanley-salaries,,,,,AB scrape: Data Engineer (n=118); n=118,2026-05-08
morgan stanley,engineering-manager,lead,,30.6,34.7,23.0,26.0,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/morgan-stanley-salaries,,,,,AB scrape: Technical Lead (n=91); n=91,2026-05-08
citi,business-analyst,senior,,21.5,23.7,16.1,17.8,0,0,none,,,,,,,,https://www.ambitionbox.com/salaries/citi-salaries,,,,,AB scrape: Business Analyst (n=809); n=809,2026-05-08
